game_id,game,config,time_budget_s,max_nodes,max_entries,agent_first,agent_second,winner,plies,end_reason,seed,workers
isolation.easy.mcts-heuristic.t4,isolation,easy,0.5,50000,200000,mcts,heuristic,first,11,no_moves,10530133581781183919,1
isolation.easy.alpha_beta-mcts.t4,isolation,easy,0.5,50000,200000,alpha_beta,mcts,first,11,no_moves,2107895730392118659,1
isolation.easy.mcts-alpha_beta.t4,isolation,easy,0.5,50000,200000,mcts,alpha_beta,second,10,no_moves,3522227593763930234,1
isolation.main.random-heuristic.t4,isolation,main,0.1,50000,200000,random,heuristic,second,16,no_moves,1452911309918114809,1
isolation.main.heuristic-random.t4,isolation,main,0.1,50000,200000,heuristic,random,second,16,no_moves,11794123560063207278,1
isolation.main.random-alpha_beta.t4,isolation,main,0.1,50000,200000,random,alpha_beta,second,10,no_moves,17837367216393375374,1
isolation.main.alpha_beta-random.t4,isolation,main,0.1,50000,200000,alpha_beta,random,first,5,no_moves,4629113864787726192,1
isolation.main.random-mcts.t4,isolation,main,0.1,50000,200000,random,mcts,second,16,no_moves,16122126936114534819,1
isolation.main.mcts-random.t4,isolation,main,0.1,50000,200000,mcts,random,first,17,no_moves,8846897575901527471,1
isolation.main.heuristic-alpha_beta.t4,isolation,main,0.1,50000,200000,heuristic,alpha_beta,second,16,no_moves,17387829594502542328,1
isolation.main.alpha_beta-heuristic.t4,isolation,main,0.1,50000,200000,alpha_beta,heuristic,first,9,no_moves,16441898372901042516,1
isolation.main.heuristic-mcts.t4,isolation,main,0.1,50000,200000,heuristic,mcts,second,20,no_moves,9746217007314387059,1
isolation.main.mcts-heuristic.t4,isolation,main,0.1,50000,200000,mcts,heuristic,first,11,no_moves,5334850315976330747,1
isolation.main.alpha_beta-mcts.t4,isolation,main,0.1,50000,200000,alpha_beta,mcts,first,11,no_moves,12050479258872541311,1
isolation.main.mcts-alpha_beta.t4,isolation,main,0.1,50000,200000,mcts,alpha_beta,second,14,no_moves,13587918983770868767,1
isolation.hard.random-heuristic.t4,isolation,hard,0.02,50000,200000,random,heuristic,second,18,no_moves,3115619753879528256,1
isolation.hard.heuristic-random.t4,isolation,hard,0.02,50000,200000,heuristic,random,first,11,no_moves,4117027494894732413,1
isolation.hard.random-alpha_beta.t4,isolation,hard,0.02,50000,200000,random,alpha_beta,second,10,no_moves,5912193035232187209,1
isolation.hard.alpha_beta-random.t4,isolation,hard,0.02,50000,200000,alpha_beta,random,first,9,no_moves,2674497292771511634,1
isolation.hard.random-mcts.t4,isolation,hard,0.02,50000,200000,random,mcts,second,20,no_moves,3578483575390735258,1
isolation.hard.mcts-random.t4,isolation,hard,0.02,50000,200000,mcts,random,first,13,no_moves,6614793823606096420,1
isolation.hard.heuristic-alpha_beta.t4,isolation,hard,0.02,50000,200000,heuristic,alpha_beta,second,16,no_moves,3596872987016337644,1
isolation.hard.alpha_beta-heuristic.t4,isolation,hard,0.02,50000,200000,alpha_beta,heuristic,first,9,no_moves,2569454358009681771,1
isolation.hard.heuristic-mcts.t4,isolation,hard,0.02,50000,200000,heuristic,mcts,second,16,no_moves,13642496543359121655,1
isolation.hard.mcts-heuristic.t4,isolation,hard,0.02,50000,200000,mcts,heuristic,second,16,no_moves,3235729962875923451,1
isolation.hard.alpha_beta-mcts.t4,isolation,hard,0.02,50000,200000,alpha_beta,mcts,first,13,no_moves,3829302500007298117,1
isolation.hard.mcts-alpha_beta.t4,isolation,hard,0.02,50000,200000,mcts,alpha_beta,second,12,no_moves,9138950491060127818,1
uttt.easy.random-heuristic.t4,uttt,easy,2.0,50000,200000,random,heuristic,second,30,line,2639311744253154695,1
uttt.easy.heuristic-random.t4,uttt,easy,2.0,50000,200000,heuristic,random,first,47,line,426943360136510880,1
uttt.easy.random-alpha_beta.t4,uttt,easy,2.0,50000,200000,random,alpha_beta,second,38,line,13415346453401238888,1
uttt.easy.alpha_beta-random.t4,uttt,easy,2.0,50000,200000,alpha_beta,random,first,29,line,7003686169494155769,1
uttt.easy.random-mcts.t4,uttt,easy,2.0,50000,200000,random,mcts,second,42,line,10505218388530435918,1
uttt.easy.mcts-random.t4,uttt,easy,2.0,50000,200000,mcts,random,first,31,line,8192761023984051884,1
uttt.easy.heuristic-alpha_beta.t4,uttt,easy,2.0,50000,200000,heuristic,alpha_beta,second,30,line,9501881884580630803,1
uttt.easy.alpha_beta-heuristic.t4,uttt,easy,2.0,50000,200000,alpha_beta,heuristic,first,33,line,11603712879079186095,1
uttt.easy.heuristic-mcts.t4,uttt,easy,2.0,50000,200000,heuristic,mcts,second,42,line,10405234003706827255,1
uttt.easy.mcts-heuristic.t4,uttt,easy,2.0,50000,200000,mcts,heuristic,first,39,line,17489600689226499588,1
uttt.easy.alpha_beta-mcts.t4,uttt,easy,2.0,50000,200000,alpha_beta,mcts,first,39,line,129350137789217920,1
uttt.easy.mcts-alpha_beta.t4,uttt,easy,2.0,50000,200000,mcts,alpha_beta,second,58,line,1533956260155894534,1
uttt.main.random-heuristic.t4,uttt,main,0.5,50000,200000,random,heuristic,second,38,line,4524029740799625785,1
uttt.main.heuristic-random.t4,uttt,main,0.5,50000,200000,heuristic,random,first,47,line,9430350452702958534,1
uttt.main.random-alpha_beta.t4,uttt,main,0.5,50000,200000,random,alpha_beta,second,42,line,10106065030216413288,1
uttt.main.alpha_beta-random.t4,uttt,main,0.5,50000,200000,alpha_beta,random,first,41,line,5078798664364334280,1
uttt.main.random-mcts.t4,uttt,main,0.5,50000,200000,random,mcts,second,44,line,14335181889073286673,1
uttt.main.mcts-random.t4,uttt,main,0.5,50000,200000,mcts,random,first,37,line,7897380588360248970,1
uttt.main.heuristic-alpha_beta.t4,uttt,main,0.5,50000,200000,heuristic,alpha_beta,second,30,line,15973990225734914859,1
uttt.main.alpha_beta-heuristic.t4,uttt,main,0.5,50000,200000,alpha_beta,heuristic,first,33,line,7911092935817082453,1
uttt.main.heuristic-mcts.t4,uttt,main,0.5,50000,200000,heuristic,mcts,first,41,line,14426544339739878412,1
uttt.main.mcts-heuristic.t4,uttt,main,0.5,50000,200000,mcts,heuristic,first,35,line,15472390880833818696,1
uttt.main.alpha_beta-mcts.t4,uttt,main,0.5,50000,200000,alpha_beta,mcts,draw,57,early_draw,14169109790040522652,1
uttt.main.mcts-alpha_beta.t4,uttt,main,0.5,50000,200000,mcts,alpha_beta,draw,57,early_draw,5503803244659562560,1
uttt.hard.random-heuristic.t4,uttt,hard,0.1,50000,200000,random,heuristic,second,30,line,9607778171738558447,1
uttt.hard.heuristic-random.t4,uttt,hard,0.1,50000,200000,heuristic,random,first,47,line,14435141628234971461,1
uttt.hard.random-alpha_beta.t4,uttt,hard,0.1,50000,200000,random,alpha_beta,second,52,line,12128095771883309878,1
uttt.hard.alpha_beta-random.t4,uttt,hard,0.1,50000,200000,alpha_beta,random,first,55,line,6587696469394566320,1
uttt.hard.random-mcts.t4,uttt,hard,0.1,50000,200000,random,mcts,second,36,line,12582914862132230887,1
uttt.hard.mcts-random.t4,uttt,hard,0.1,50000,200000,mcts,random,first,31,line,17354016113180026663,1
uttt.hard.heuristic-alpha_beta.t4,uttt,hard,0.1,50000,200000,heuristic,alpha_beta,second,42,line,3002131122598660504,1
uttt.hard.alpha_beta-heuristic.t4,uttt,hard,0.1,50000,200000,alpha_beta,heuristic,first,33,line,9054836112964240286,1
uttt.hard.heuristic-mcts.t4,uttt,hard,0.1,50000,200000,heuristic,mcts,second,28,line,4362986501046355606,1
uttt.hard.mcts-heuristic.t4,uttt,hard,0.1,50000,200000,mcts,heuristic,first,33,line,18235212072071262687,1
uttt.hard.alpha_beta-mcts.t4,uttt,hard,0.1,50000,200000,alpha_beta,mcts,second,46,line,5395895300885556737,1
uttt.hard.mcts-alpha_beta.t4,uttt,hard,0.1,50000,200000,mcts,alpha_beta,second,38,line,1178562536329423434,1
ataxx.easy.random-heuristic.t4,ataxx,easy,2.0,50000,200000,random,heuristic,second,12,eliminated,4448384754701817521,1
ataxx.easy.heuristic-random.t4,ataxx,easy,2.0,50000,200000,heuristic,random,first,29,eliminated,6219512190946232879,1
ataxx.easy.random-alpha_beta.t4,ataxx,easy,2.0,50000,200000,random,alpha_beta,second,6,eliminated,8479526427596967517,1
ataxx.easy.alpha_beta-random.t4,ataxx,easy,2.0,50000,200000,alpha_beta,random,first,11,eliminated,7888473786373726705,1
ataxx.easy.random-mcts.t4,ataxx,easy,2.0,50000,200000,random,mcts,second,14,eliminated,7679001604118842660,1
ataxx.easy.mcts-random.t4,ataxx,easy,2.0,50000,200000,mcts,random,first,5,eliminated,13818721039730490015,1
ataxx.easy.heuristic-alpha_beta.t4,ataxx,easy,2.0,50000,200000,heuristic,alpha_beta,second,75,board_full,1579699923740310526,1
ataxx.easy.alpha_beta-heuristic.t4,ataxx,easy,2.0,50000,200000,alpha_beta,heuristic,first,21,eliminated,13998691625347266685,1
ataxx.easy.heuristic-mcts.t4,ataxx,easy,2.0,50000,200000,heuristic,mcts,first,75,board_full,5019820825533095345,1
ataxx.easy.mcts-heuristic.t4,ataxx,easy,2.0,50000,200000,mcts,heuristic,first,13,eliminated,5704622038291630760,1
ataxx.easy.alpha_beta-mcts.t4,ataxx,easy,2.0,50000,200000,alpha_beta,mcts,first,99,board_full,9408676719385892573,1
ataxx.easy.mcts-alpha_beta.t4,ataxx,easy,2.0,50000,200000,mcts,alpha_beta,second,72,board_full,1703220259070217415,1
ataxx.main.random-heuristic.t4,ataxx,main,0.5,50000,200000,random,heuristic,second,12,eliminated,17528474515208275573,1
ataxx.main.heuristic-random.t4,ataxx,main,0.5,50000,200000,heuristic,random,first,7,eliminated,11152954588710463551,1
ataxx.main.random-alpha_beta.t4,ataxx,main,0.5,50000,200000,random,alpha_beta,second,6,eliminated,9469676120305716224,1
ataxx.main.alpha_beta-random.t4,ataxx,main,0.5,50000,200000,alpha_beta,random,first,17,eliminated,1903341057457383434,1
ataxx.main.random-mcts.t4,ataxx,main,0.5,50000,200000,random,mcts,second,12,eliminated,12140784809000802471,1
ataxx.main.mcts-random.t4,ataxx,main,0.5,50000,200000,mcts,random,first,5,eliminated,12063315059206707803,1
ataxx.main.heuristic-alpha_beta.t4,ataxx,main,0.5,50000,200000,heuristic,alpha_beta,second,72,board_full,9246027772377488417,1
ataxx.main.alpha_beta-heuristic.t4,ataxx,main,0.5,50000,200000,alpha_beta,heuristic,first,74,board_full,7313906729446314898,1
ataxx.main.heuristic-mcts.t4,ataxx,main,0.5,50000,200000,heuristic,mcts,first,83,board_full,4903920062383971661,1
ataxx.main.mcts-heuristic.t4,ataxx,main,0.5,50000,200000,mcts,heuristic,second,76,board_full,8463350035544370640,1
ataxx.main.alpha_beta-mcts.t4,ataxx,main,0.5,50000,200000,alpha_beta,mcts,first,81,board_full,8216635408754953138,1
ataxx.main.mcts-alpha_beta.t4,ataxx,main,0.5,50000,200000,mcts,alpha_beta,second,16,eliminated,4606775487801555181,1
ataxx.hard.random-heuristic.t4,ataxx,hard,0.1,50000,200000,random,heuristic,second,16,eliminated,11955657302356793962,1
ataxx.hard.heuristic-random.t4,ataxx,hard,0.1,50000,200000,heuristic,random,first,13,eliminated,8590568525492064695,1
ataxx.hard.random-alpha_beta.t4,ataxx,hard,0.1,50000,200000,random,alpha_beta,second,10,eliminated,10216060157729322529,1
ataxx.hard.alpha_beta-random.t4,ataxx,hard,0.1,50000,200000,alpha_beta,random,first,13,eliminated,18196827808342741410,1
ataxx.hard.random-mcts.t4,ataxx,hard,0.1,50000,200000,random,mcts,second,14,eliminated,2322477549718160044,1
ataxx.hard.mcts-random.t4,ataxx,hard,0.1,50000,200000,mcts,random,first,131,board_full,2397875466245315234,1
ataxx.hard.heuristic-alpha_beta.t4,ataxx,hard,0.1,50000,200000,heuristic,alpha_beta,second,90,board_full,3462645919786957657,1
ataxx.hard.alpha_beta-heuristic.t4,ataxx,hard,0.1,50000,200000,alpha_beta,heuristic,first,79,board_full,15861132904611854690,1
ataxx.hard.heuristic-mcts.t4,ataxx,hard,0.1,50000,200000,heuristic,mcts,first,15,eliminated,15667693329211248941,1
ataxx.hard.mcts-heuristic.t4,ataxx,hard,0.1,50000,200000,mcts,heuristic,second,16,eliminated,968332399642775453,1
ataxx.hard.alpha_beta-mcts.t4,ataxx,hard,0.1,50000,200000,alpha_beta,mcts,first,19,eliminated,7717536964195792241,1
ataxx.hard.mcts-alpha_beta.t4,ataxx,hard,0.1,50000,200000,mcts,alpha_beta,second,22,eliminated,3934282986304864930,1
isolation.easy.random-heuristic.t5,isolation,easy,0.5,50000,200000,random,heuristic,second,12,no_moves,11341032286213824678,1
isolation.easy.heuristic-random.t5,isolation,easy,0.5,50000,200000,heuristic,random,first,19,no_moves,10627846714498963732,1
isolation.easy.random-alpha_beta.t5,isolation,easy,0.5,50000,200000,random,alpha_beta,second,10,no_moves,13831197581014725157,1
isolation.easy.alpha_beta-random.t5,isolation,easy,0.5,50000,200000,alpha_beta,random,first,9,no_moves,12680508006279722759,1
isolation.easy.random-mcts.t5,isolation,easy,0.5,50000,200000,random,mcts,second,12,no_moves,17691061191275358887,1
isolation.easy.mcts-random.t5,isolation,easy,0.5,50000,200000,mcts,random,first,21,no_moves,6346557556683358253,1
isolation.easy.heuristic-alpha_beta.t5,isolation,easy,0.5,50000,200000,heuristic,alpha_beta,second,14,no_moves,7091443483714515837,1
isolation.easy.alpha_beta-heuristic.t5,isolation,easy,0.5,50000,200000,alpha_beta,heuristic,first,9,no_moves,3896798628872859672,1
isolation.easy.heuristic-mcts.t5,isolation,easy,0.5,50000,200000,heuristic,mcts,second,16,no_moves,15922611888576333528,1
isolation.easy.mcts-heuristic.t5,isolation,easy,0.5,50000,200000,mcts,heuristic,first,15,no_moves,4154058808564186797,1
isolation.easy.alpha_beta-mcts.t5,isolation,easy,0.5,50000,200000,alpha_beta,mcts,first,11,no_moves,5199926658434420002,1
isolation.easy.mcts-alpha_beta.t5,isolation,easy,0.5,50000,200000,mcts,alpha_beta,first,19,no_moves,616880471417046597,1
isolation.main.random-heuristic.t5,isolation,main,0.1,50000,200000,random,heuristic,first,19,no_moves,11333945664846993143,1
isolation.main.heuristic-random.t5,isolation,main,0.1,50000,200000,heuristic,random,first,19,no_moves,17863323932887982966,1
isolation.main.random-alpha_beta.t5,isolation,main,0.1,50000,200000,random,alpha_beta,second,14,no_moves,7945085251970880403,1
isolation.main.alpha_beta-random.t5,isolation,main,0.1,50000,200000,alpha_beta,random,first,11,no_moves,9467570959359102049,1
isolation.main.random-mcts.t5,isolation,main,0.1,50000,200000,random,mcts,second,14,no_moves,16988274146835485672,1
isolation.main.mcts-random.t5,isolation,main,0.1,50000,200000,mcts,random,first,13,no_moves,5326552247414375275,1
isolation.main.heuristic-alpha_beta.t5,isolation,main,0.1,50000,200000,heuristic,alpha_beta,second,14,no_moves,17543815251321478857,1
isolation.main.alpha_beta-heuristic.t5,isolation,main,0.1,50000,200000,alpha_beta,heuristic,first,9,no_moves,12594205539940817605,1
isolation.main.heuristic-mcts.t5,isolation,main,0.1,50000,200000,heuristic,mcts,second,20,no_moves,12246954616695490617,1
isolation.main.mcts-heuristic.t5,isolation,main,0.1,50000,200000,mcts,heuristic,first,9,no_moves,717774281166131599,1
isolation.main.alpha_beta-mcts.t5,isolation,main,0.1,50000,200000,alpha_beta,mcts,first,11,no_moves,4986016177250509520,1
isolation.main.mcts-alpha_beta.t5,isolation,main,0.1,50000,200000,mcts,alpha_beta,first,17,no_moves,10639441262464214466,1
isolation.hard.random-heuristic.t5,isolation,hard,0.02,50000,200000,random,heuristic,second,12,no_moves,16334570989926504506,1
isolation.hard.heuristic-random.t5,isolation,hard,0.02,50000,200000,heuristic,random,second,20,no_moves,13511922262073916769,1
isolation.hard.random-alpha_beta.t5,isolation,hard,0.02,50000,200000,random,alpha_beta,second,12,no_moves,16959609575046820926,1
isolation.hard.alpha_beta-random.t5,isolation,hard,0.02,50000,200000,alpha_beta,random,first,11,no_moves,17133486923709801145,1
isolation.hard.random-mcts.t5,isolation,hard,0.02,50000,200000,random,mcts,second,14,no_moves,8681187551335160025,1
isolation.hard.mcts-random.t5,isolation,hard,0.02,50000,200000,mcts,random,first,11,no_moves,8425035628555441757,1
isolation.hard.heuristic-alpha_beta.t5,isolation,hard,0.02,50000,200000,heuristic,alpha_beta,second,14,no_moves,6942223854680466866,1
isolation.hard.alpha_beta-heuristic.t5,isolation,hard,0.02,50000,200000,alpha_beta,heuristic,first,9,no_moves,9406347916075254889,1
isolation.hard.heuristic-mcts.t5,isolation,hard,0.02,50000,200000,heuristic,mcts,second,18,no_moves,5340607233389336973,1
isolation.hard.mcts-heuristic.t5,isolation,hard,0.02,50000,200000,mcts,heuristic,first,19,no_moves,901193022132477366,1
isolation.hard.alpha_beta-mcts.t5,isolation,hard,0.02,50000,200000,alpha_beta,mcts,first,9,no_moves,927810642414548085,1
isolation.hard.mcts-alpha_beta.t5,isolation,hard,0.02,50000,200000,mcts,alpha_beta,second,22,no_moves,1104688863180652886,1
uttt.easy.random-heuristic.t5,uttt,easy,2.0,50000,200000,random,heuristic,second,36,line,16787670349395881477,1
uttt.easy.heuristic-random.t5,uttt,easy,2.0,50000,200000,heuristic,random,first,43,line,8620243710344164059,1
uttt.easy.random-alpha_beta.t5,uttt,easy,2.0,50000,200000,random,alpha_beta,second,32,line,8188746367560527405,1
uttt.easy.alpha_beta-random.t5,uttt,easy,2.0,50000,200000,alpha_beta,random,first,41,line,3242380082805725792,1
uttt.easy.random-mcts.t5,uttt,easy,2.0,50000,200000,random,mcts,second,44,line,10831569609422974271,1
uttt.easy.mcts-random.t5,uttt,easy,2.0,50000,200000,mcts,random,first,39,line,13780867747085790067,1
uttt.easy.heuristic-alpha_beta.t5,uttt,easy,2.0,50000,200000,heuristic,alpha_beta,second,40,line,9948224532019622718,1
uttt.easy.alpha_beta-heuristic.t5,uttt,easy,2.0,50000,200000,alpha_beta,heuristic,first,33,line,14277916952729024723,1
uttt.easy.heuristic-mcts.t5,uttt,easy,2.0,50000,200000,heuristic,mcts,second,32,line,12330454264598842255,1
uttt.easy.mcts-heuristic.t5,uttt,easy,2.0,50000,200000,mcts,heuristic,first,37,line,10087866388854418607,1
uttt.easy.alpha_beta-mcts.t5,uttt,easy,2.0,50000,200000,alpha_beta,mcts,draw,50,early_draw,5941015071316764495,1
uttt.easy.mcts-alpha_beta.t5,uttt,easy,2.0,50000,200000,mcts,alpha_beta,first,57,line,16232567320747954728,1
uttt.main.random-heuristic.t5,uttt,main,0.5,50000,200000,random,heuristic,second,44,line,5757149340178223475,1
uttt.main.heuristic-random.t5,uttt,main,0.5,50000,200000,heuristic,random,first,27,line,8443184163484794542,1
uttt.main.random-alpha_beta.t5,uttt,main,0.5,50000,200000,random,alpha_beta,second,46,line,3018963216678121330,1
uttt.main.alpha_beta-random.t5,uttt,main,0.5,50000,200000,alpha_beta,random,first,37,line,17954205340453928985,1
uttt.main.random-mcts.t5,uttt,main,0.5,50000,200000,random,mcts,second,34,line,1353081585039632110,1
uttt.main.mcts-random.t5,uttt,main,0.5,50000,200000,mcts,random,first,35,line,3361475915633485219,1
uttt.main.heuristic-alpha_beta.t5,uttt,main,0.5,50000,200000,heuristic,alpha_beta,draw,50,early_draw,13627822446204381685,1
uttt.main.alpha_beta-heuristic.t5,uttt,main,0.5,50000,200000,alpha_beta,heuristic,first,33,line,1187927372592416819,1
uttt.main.heuristic-mcts.t5,uttt,main,0.5,50000,200000,heuristic,mcts,second,26,line,3860764831501544151,1
uttt.main.mcts-heuristic.t5,uttt,main,0.5,50000,200000,mcts,heuristic,first,45,line,9416893295347532109,1
uttt.main.alpha_beta-mcts.t5,uttt,main,0.5,50000,200000,alpha_beta,mcts,first,49,line,5208143955618120353,1
uttt.main.mcts-alpha_beta.t5,uttt,main,0.5,50000,200000,mcts,alpha_beta,second,40,line,5782584982981713597,1
uttt.hard.random-heuristic.t5,uttt,hard,0.1,50000,200000,random,heuristic,second,42,line,2694589004065104867,1
uttt.hard.heuristic-random.t5,uttt,hard,0.1,50000,200000,heuristic,random,first,41,line,10817859035737577992,1
uttt.hard.random-alpha_beta.t5,uttt,hard,0.1,50000,200000,random,alpha_beta,second,32,line,12926904417728444120,1
uttt.hard.alpha_beta-random.t5,uttt,hard,0.1,50000,200000,alpha_beta,random,first,39,line,4794451478593393744,1
uttt.hard.random-mcts.t5,uttt,hard,0.1,50000,200000,random,mcts,second,38,line,2802744966006654134,1
uttt.hard.mcts-random.t5,uttt,hard,0.1,50000,200000,mcts,random,first,33,line,9273997498156197941,1
uttt.hard.heuristic-alpha_beta.t5,uttt,hard,0.1,50000,200000,heuristic,alpha_beta,second,40,line,15119965633308872499,1
uttt.hard.alpha_beta-heuristic.t5,uttt,hard,0.1,50000,200000,alpha_beta,heuristic,first,35,line,2517602144962701589,1
uttt.hard.heuristic-mcts.t5,uttt,hard,0.1,50000,200000,heuristic,mcts,second,34,line,5775889532173527936,1
uttt.hard.mcts-heuristic.t5,uttt,hard,0.1,50000,200000,mcts,heuristic,first,31,line,10615522281925114161,1
uttt.hard.alpha_beta-mcts.t5,uttt,hard,0.1,50000,200000,alpha_beta,mcts,first,43,line,591386929214932101,1
uttt.hard.mcts-alpha_beta.t5,uttt,hard,0.1,50000,200000,mcts,alpha_beta,second,40,line,10010706053950912518,1
ataxx.easy.random-heuristic.t5,ataxx,easy,2.0,50000,200000,random,heuristic,second,6,eliminated,17529131931887256012,1
ataxx.easy.heuristic-random.t5,ataxx,easy,2.0,50000,200000,heuristic,random,first,27,eliminated,12190326872598090417,1
ataxx.easy.random-alpha_beta.t5,ataxx,easy,2.0,50000,200000,random,alpha_beta,second,8,eliminated,10686454358934976887,1
ataxx.easy.alpha_beta-random.t5,ataxx,easy,2.0,50000,200000,alpha_beta,random,first,7,eliminated,16449476728882149872,1
ataxx.easy.random-mcts.t5,ataxx,easy,2.0,50000,200000,random,mcts,second,8,eliminated,5268341052485068809,1
ataxx.easy.mcts-random.t5,ataxx,easy,2.0,50000,200000,mcts,random,first,7,eliminated,2135842663505242318,1
ataxx.easy.heuristic-alpha_beta.t5,ataxx,easy,2.0,50000,200000,heuristic,alpha_beta,second,70,board_full,6213822539378406362,1
ataxx.easy.alpha_beta-heuristic.t5,ataxx,easy,2.0,50000,200000,alpha_beta,heuristic,first,80,board_full,11492734686594352120,1
ataxx.easy.heuristic-mcts.t5,ataxx,easy,2.0,50000,200000,heuristic,mcts,first,77,board_full,7317356677457949202,1
ataxx.easy.mcts-heuristic.t5,ataxx,easy,2.0,50000,200000,mcts,heuristic,first,81,board_full,7423437996590888281,1
ataxx.easy.alpha_beta-mcts.t5,ataxx,easy,2.0,50000,200000,alpha_beta,mcts,first,87,board_full,630290962956052330,1
ataxx.easy.mcts-alpha_beta.t5,ataxx,easy,2.0,50000,200000,mcts,alpha_beta,second,76,board_full,11090018164363643138,1
ataxx.main.random-heuristic.t5,ataxx,main,0.5,50000,200000,random,heuristic,second,6,eliminated,3090334229432649765,1
ataxx.main.heuristic-random.t5,ataxx,main,0.5,50000,200000,heuristic,random,first,9,eliminated,15105581784006034672,1
ataxx.main.random-alpha_beta.t5,ataxx,main,0.5,50000,200000,random,alpha_beta,second,8,eliminated,12436386084252392254,1
ataxx.main.alpha_beta-random.t5,ataxx,main,0.5,50000,200000,alpha_beta,random,first,19,eliminated,17947128035294861676,1
ataxx.main.random-mcts.t5,ataxx,main,0.5,50000,200000,random,mcts,second,18,eliminated,2546337596134005622,1
ataxx.main.mcts-random.t5,ataxx,main,0.5,50000,200000,mcts,random,first,9,eliminated,1928687668458221762,1
ataxx.main.heuristic-alpha_beta.t5,ataxx,main,0.5,50000,200000,heuristic,alpha_beta,second,20,eliminated,6445021216315306214,1
ataxx.main.alpha_beta-heuristic.t5,ataxx,main,0.5,50000,200000,alpha_beta,heuristic,first,69,board_full,16417684389372473309,1
ataxx.main.heuristic-mcts.t5,ataxx,main,0.5,50000,200000,heuristic,mcts,first,103,board_full,3683572662610863187,1
ataxx.main.mcts-heuristic.t5,ataxx,main,0.5,50000,200000,mcts,heuristic,second,79,board_full,7140827714730364909,1
ataxx.main.alpha_beta-mcts.t5,ataxx,main,0.5,50000,200000,alpha_beta,mcts,first,81,board_full,16153239609003395061,1
ataxx.main.mcts-alpha_beta.t5,ataxx,main,0.5,50000,200000,mcts,alpha_beta,second,74,board_full,6034367550073118374,1
ataxx.hard.random-heuristic.t5,ataxx,hard,0.1,50000,200000,random,heuristic,second,28,eliminated,10765504780469593352,1
ataxx.hard.heuristic-random.t5,ataxx,hard,0.1,50000,200000,heuristic,random,first,9,eliminated,2971862301653549564,1
ataxx.hard.random-alpha_beta.t5,ataxx,hard,0.1,50000,200000,random,alpha_beta,second,6,eliminated,13887297740584943638,1
ataxx.hard.alpha_beta-random.t5,ataxx,hard,0.1,50000,200000,alpha_beta,random,first,7,eliminated,11763214088696974769,1
ataxx.hard.random-mcts.t5,ataxx,hard,0.1,50000,200000,random,mcts,second,8,eliminated,15362928066578351134,1
ataxx.hard.mcts-random.t5,ataxx,hard,0.1,50000,200000,mcts,random,first,167,board_full,3679271505797984767,1
ataxx.hard.heuristic-alpha_beta.t5,ataxx,hard,0.1,50000,200000,heuristic,alpha_beta,second,85,board_full,17365149367396929625,1
ataxx.hard.alpha_beta-heuristic.t5,ataxx,hard,0.1,50000,200000,alpha_beta,heuristic,first,79,board_full,9183827131307977267,1
ataxx.hard.heuristic-mcts.t5,ataxx,hard,0.1,50000,200000,heuristic,mcts,first,19,eliminated,15968810957020683981,1
ataxx.hard.mcts-heuristic.t5,ataxx,hard,0.1,50000,200000,mcts,heuristic,second,20,eliminated,8947247539397279673,1
ataxx.hard.alpha_beta-mcts.t5,ataxx,hard,0.1,50000,200000,alpha_beta,mcts,first,13,eliminated,4476890798941417980,1
ataxx.hard.mcts-alpha_beta.t5,ataxx,hard,0.1,50000,200000,mcts,alpha_beta,second,12,eliminated,10314519652690073533,1
isolation.easy.random-heuristic.t6,isolation,easy,0.5,50000,200000,random,heuristic,first,17,no_moves,9225757762763633537,1
isolation.easy.heuristic-random.t6,isolation,easy,0.5,50000,200000,heuristic,random,first,15,no_moves,980918187215082271,1
isolation.easy.random-alpha_beta.t6,isolation,easy,0.5,50000,200000,random,alpha_beta,second,8,no_moves,15184132864267690412,1
isolation.easy.alpha_beta-random.t6,isolation,easy,0.5,50000,200000,alpha_beta,random,first,7,no_moves,14136374726910952695,1
isolation.easy.random-mcts.t6,isolation,easy,0.5,50000,200000,random,mcts,second,16,no_moves,10300840312849769331,1
isolation.easy.mcts-random.t6,isolation,easy,0.5,50000,200000,mcts,random,first,11,no_moves,12653172255034017780,1
isolation.easy.heuristic-alpha_beta.t6,isolation,easy,0.5,50000,200000,heuristic,alpha_beta,second,16,no_moves,16442017915425764364,1
isolation.easy.alpha_beta-heuristic.t6,isolation,easy,0.5,50000,200000,alpha_beta,heuristic,first,9,no_moves,9595434063951055625,1
isolation.easy.heuristic-mcts.t6,isolation,easy,0.5,50000,200000,heuristic,mcts,second,16,no_moves,10543380252497022390,1
isolation.easy.mcts-heuristic.t6,isolation,easy,0.5,50000,200000,mcts,heuristic,first,15,no_moves,1353972037811805764,1
isolation.easy.alpha_beta-mcts.t6,isolation,easy,0.5,50000,200000,alpha_beta,mcts,first,11,no_moves,10261467553431668540,1
isolation.easy.mcts-alpha_beta.t6,isolation,easy,0.5,50000,200000,mcts,alpha_beta,second,12,no_moves,18244640918480654174,1
isolation.main.random-heuristic.t6,isolation,main,0.1,50000,200000,random,heuristic,second,18,no_moves,4325145253472428980,1
isolation.main.heuristic-random.t6,isolation,main,0.1,50000,200000,heuristic,random,second,18,no_moves,10242446806839861265,1
